Plot	Values
split	2.67087306817
left	0.464771226907
lines	0.229474684879
normal	1.28
right	2.17102059341
split	2.66921979335
left	-0.00736156167247
lines	0.0725068672859
normal	1.28
right	2.6350370983
split	2.64511221918
left	-0.00949158676743
lines	0.0290460442049
normal	1.28
right	2.29956001186
split	2.66023556371
left	0.317648884287
lines	0.0132708049711
normal	1.28
right	2.67808391447
split	2.66894243895
left	0.680823140891
lines	5.24003557372e-4
normal	1.32
right	2.58641370533
split	2.12607267048
left	0.153852223865
lines	0.00285456585911
normal	1.32
right	2.65137617125
split	2.36180074318
left	0.0103490424875
lines	0.00104163144969
normal	1.32
right	2.65495355563
split	2.65674226138
left	0.847375927746
lines	0.150209413022
normal	1.32
right	2.67814354159
split	2.60049159741
left	9.76447969539e-4
lines	6.81893181768e-4
normal	1.32
right	1.94980297123
split	2.60960175259
left	0.0609945879269
lines	0.0899813043795
normal	1.32
right	2.54628607786
split	2.60951619003
left	0.294705001706
lines	0.207543362505
normal	1.32
right	2.6248272786
split	2.67333063497
left	-0.00618668778441
lines	0.018728444426
normal	1.32
right	2.67469236263
split	2.35383155662
left	-0.00834000565106
lines	0.898354737299
normal	1.32
right	2.6779732076
split	2.6466070601
left	0.349283662498
lines	2.33713740383e-4
normal	1.36
right	2.67560454377
split	2.67093514861
left	-0.00775600344262
lines	0.40742812266
normal	1.36
right	2.51218697149
split	2.67746457885
left	0.00207303110517
lines	0.0435863959678
normal	1.36
right	2.67640074855
split	2.58253368988
left	0.107576031808
lines	1.67986194674
normal	1.36
right	2.64527293942
split	2.45977187154
left	-0.00348622416158
lines	0.00692015335606
normal	1.36
right	2.65249155571
split	2.36066660855
left	-0.00636158350085
lines	4.56040108167e-4
normal	1.36
right	2.67779584545
split	2.34131398637
left	0.128195473011
lines	0.0306324277325
normal	1.36
right	2.67787516541
split	2.62209383304
left	0.106589177951
lines	0.0177409453925
normal	1.36
right	2.66837589594
split	2.67704561988
left	0.0142104260224
lines	2.63590912758e-4
normal	1.36
right	2.60891129899
split	2.6628730195
left	0.129171532322
lines	0.179050997215
normal	1.4
right	2.5707612035
split	2.67823039394
left	0.0185192516664
lines	0.467681155823
normal	1.4
right	2.58825986129
split	2.66982728669
left	0.315355780243
lines	0.272133474587
normal	1.4
right	2.14063132244
split	2.65919507802
left	0.489477721357
lines	0.0242284270501
normal	1.4
right	2.67846366509
split	2.6746657023
left	0.0395437884288
lines	6.2385602733e-4
normal	1.4
right	2.66584419325
split	2.49806796822
left	0.759142856285
lines	0.746946133514
normal	1.4
right	2.65771263702
split	2.66792211318
left	0.0238960698993
lines	0.918052644231
normal	1.4
right	2.67947115842
split	2.66277473501
left	-0.00929910376402
lines	1.501096597
normal	1.4
right	2.63614267211
split	2.66897444542
left	2.76132178018e-5
lines	0.00654647205453
normal	1.4
right	2.62976336731
split	2.66580919513
left	0.222267256087
lines	0.304084568477
normal	1.44
right	2.61321106365
split	2.17202995795
left	0.21912867787
lines	0.116015472886
normal	1.44
right	2.31334142682
split	2.49892595281
left	-0.00332125643535
lines	1.08902111111e-4
normal	1.44
right	2.66945455628
split	2.63404971787
left	0.0184034185543
lines	0.00348041217326
normal	1.44
right	2.5388516118
split	2.66497044412
left	0.0883847587128
lines	1.5369327952
normal	1.44
right	2.66426978683
split	2.65614907371
left	0.409999698373
lines	0.691851556034
normal	1.44
right	2.67983215006
split	2.32286334588
left	0.0372681664875
lines	1.2596834451
normal	1.44
right	2.5693643126
split	2.64138403076
left	0.320510327819
lines	0.359204144632
normal	1.44
right	2.66561068089
split	2.64096957921
left	0.00753672466399
lines	0.115007027189
normal	1.44
right	2.45557672925
split	2.67769358825
left	0.0217726785943
lines	0.156886874019
normal	1.48
right	2.67555071448
split	2.64443326883
left	0.0924627297421
lines	0.161397671019
normal	1.48
right	2.55385728855
split	2.65394084887
left	9.89302574936e-4
lines	0.383424954328
normal	1.48
right	2.67315905738
split	2.67193681545
left	0.109464103238
lines	0.0174016251668
normal	1.48
right	2.67916121598
split	2.67295054627
left	-0.00414836474941
lines	0.25824383166
normal	1.48
right	2.64106843413
split	2.62944505409
left	0.16062939762
lines	0.24215131332
normal	1.48
right	2.57592560816
split	2.61623394452
left	0.204636916122
lines	1.04614095462
normal	1.48
right	2.65944763003
split	2.64771052535
left	0.180870461759
lines	0.553264086324
normal	1.48
right	2.5806469594
split	2.59269416022
left	0.046945119613
lines	0.00412588128481
normal	1.48
right	2.67568375592
split	2.65516244386
left	0.115580231219
lines	0.0878437528011
normal	1.52
right	2.66528259359
split	2.66320793171
left	0.48262537485
lines	0.359613270919
normal	1.52
right	2.66910038339
split	2.63554073114
left	0.00697185517516
lines	5.8337118072e-4
normal	1.52
right	2.64504635142
split	2.67406445688
left	0.254073130537
lines	1.5011512466
normal	1.52
right	2.59618597213
split	2.66815303451
left	-1.54478906857e-4
lines	0.177388558053
normal	1.52
right	2.29885151032
split	2.46774682552
left	0.0215041432589
lines	1.50038422322
normal	1.52
right	2.65299987373
split	2.66432775059
left	0.00476282151299
lines	0.681919903372
normal	1.52
right	2.67534842982
split	2.66492117697
left	0.0593812344911
lines	1.50012017864
normal	1.52
right	2.65992027516
split	2.6524908391
left	-0.00962717008772
lines	1.50202523553
normal	1.52
right	2.57040874668
split	2.65468086346
left	0.0675225734426
lines	0.033282530265
normal	1.56
right	2.67706235378
split	2.66884701566
left	0.351620617427
lines	0.870613011172
normal	1.56
right	2.67325647879
split	2.15010836013
left	0.105407847019
lines	0.986160318528
normal	1.56
right	2.60443012496
split	2.67722481755
left	0.203104452478
lines	1.50240608062
normal	1.56
right	2.64662454738
split	2.64382037496
left	0.440323002629
lines	1.51918708136
normal	1.56
right	2.67875350165
split	2.64377376669
left	0.0472796826142
lines	0.519570360458
normal	1.56
right	2.2261768124
split	2.67906758631
left	0.00675573453863
lines	1.38682386926
normal	1.56
right	2.64009954754
split	2.66198774334
left	0.203093429179
lines	1.2262705861
normal	1.56
right	2.6797531864
split	2.48335895438
left	0.349559580921
lines	0.824697941539
normal	1.56
right	2.67874118857
split	2.6537673522
left	0.0286000090019
lines	0.952752967339
normal	1.6
right	2.6736683604099998
split	2.67984728442
left	0.0114463874556
lines	1.30623771593
normal	1.6
right	2.6757853417
split	2.61854482094
left	0.33238501969
lines	1.50023377022
normal	1.6
right	2.34263124727
split	2.65810652767
left	0.0277729163115
lines	0.624308921761
normal	1.6
right	2.63676129939
split	2.65381783054
left	0.0132786921813
lines	0.00215121950129
normal	1.6
right	2.42748691831
split	2.66106354431
left	-0.00268952890969
lines	1.44535766608
normal	1.6
right	2.6663902332
split	2.65057631086
left	0.642389866058
lines	1.50059453544
normal	1.6
right	2.39960285002
split	2.30267842339
left	0.190754249284
lines	0.486310711816
normal	1.6
right	2.66937284831
split	2.67435255233
left	0.248339974042
lines	4.25441557056e-4
normal	1.6
right	2.66609577097
split	2.67748746395
left	0.00428915519935
lines	1.50025439205
normal	1.64
right	2.67526746679
split	2.55913513939
left	0.130576812448
lines	0.165339140064
normal	1.64
right	2.6698617551
split	2.65110097568
left	0.380543814088
lines	1.50005053193
normal	1.64
right	2.67049657942
split	2.64339088733
left	0.632412953607
lines	1.50004301621
normal	1.64
right	2.66666001366
split	2.64390672131
left	0.463441055961
lines	0.0136828227953
normal	1.64
right	2.66797669091
split	2.65322234587
left	0.0161181657096
lines	1.50094461958
normal	1.64
right	2.66973472695
split	2.67370663411
left	0.45710058933
lines	1.07990164843
normal	1.64
right	2.67981567809
split	2.67234201618
left	0.216607073784
lines	0.87307076378
normal	1.64
right	2.66735186266
split	2.66220381049
left	0.0104747609189
lines	1.50013157637
normal	1.64
right	2.67049070245
split	2.67391962214
left	0.30609799165
lines	0.215893650971
normal	1.68
right	2.66199890319
split	2.67336971557
left	-0.00160067057333
lines	0.497006324964
normal	1.68
right	2.53610815647
split	2.67981905481
left	0.00617556008249
lines	0.0294705938558
normal	1.68
right	2.65865408341
split	2.65910363201
left	0.516266304124
lines	1.21160576148
normal	1.68
right	2.17056831668
split	2.65129973139
left	0.117199126882
lines	1.50000199061
normal	1.68
right	2.58556976788
split	2.66374477456
left	1.02651047111
lines	1.51575952392
normal	1.68
right	2.65371957577
split	2.6713996316
left	0.00628869951147
lines	0.0360966399483
normal	1.68
right	2.66631115489
split	2.67682412524
left	0.201910790884
lines	1.50058774157
normal	1.68
right	2.67775402359
split	2.63041581762
left	0.0159475692599
lines	0.0567516182123
normal	1.68
right	2.67089414736
split	2.67658949601
left	0.604167659976
lines	1.50155265233
normal	1.72
right	2.67865038197
split	2.63789351075
left	0.413592058462
lines	0.45433688465
normal	1.72
right	2.5909835859
split	2.56673469149
left	0.193177435825
lines	1.50000015101
normal	1.72
right	2.66876478599
split	2.66009683565
left	0.871912208172
lines	1.25890640278
normal	1.72
right	2.67216606267
split	2.66902734346
left	0.163717579816
lines	0.657712344927
normal	1.72
right	2.67876693052
split	2.43789151886
left	-0.00297197567038
lines	0.0729726946718
normal	1.72
right	2.65730685358
split	2.67500989799
left	0.0229071282425
lines	1.50216421956
normal	1.72
right	2.66625267524
split	2.49149383393
left	0.0609909844275
lines	1.52509966446
normal	1.72
right	2.65566195786
split	2.66749807657
left	0.154857727094
lines	0.352340559392
normal	1.72
right	2.60274468912
split	2.67068377728
left	0.111403689235
lines	1.50010028871
normal	1.76
right	2.67947291509
split	2.64322365874
left	0.798685619202
lines	0.701457072061
normal	1.76
right	2.58049503261
split	2.66808835831
left	0.0437340149461
lines	1.5012382694
normal	1.76
right	2.67316211709
split	2.66878935713
left	0.201855869089
lines	0.720008813047
normal	1.76
right	2.67808061008
split	2.63919798613
left	0.0725039168413
lines	0.713140085407
normal	1.76
right	2.64624218669
split	2.67544220579
left	0.485434273662
lines	1.50084619918
normal	1.76
right	2.67514566174
split	2.63398409394
left	0.0169339775279
lines	0.63106961565
normal	1.76
right	2.21753141639
split	2.67085767151
left	0.341817666755
lines	0.626565205699
normal	1.76
right	2.66568747529
split	2.29313647742
left	0.394978093502
lines	0.475875783656
normal	1.76
right	2.66671435213
split	2.66494542135
left	0.243610008358
lines	0.109939565899
normal	1.8
right	2.67779019445
split	2.67809318341
left	0.0979362517026
lines	0.40764784329
normal	1.8
right	2.66389457919
split	2.64944591512
left	0.387634894744
lines	1.15224073573
normal	1.8
right	2.66382436339
split	2.65210008021
left	0.668428315847
lines	0.238670090285
normal	1.8
right	2.67952770483
split	2.67777254978
left	-0.00834690937207
lines	0.528691219801
normal	1.8
right	2.67452522053
split	2.6532562168
left	0.0130893350238
lines	0.0424771429213
normal	1.8
right	2.67337596983
split	2.67366159545
left	0.448598265924
lines	1.339875716
normal	1.8
right	2.6790704974
split	2.66492697399
left	-0.00307470519412
lines	6.976706987e-4
normal	1.8
right	2.67655789342
split	2.67995579982
left	0.638208473253
lines	1.50003634194
normal	1.8
right	2.67842601221
split	2.67572949994
left	0.322935048807
lines	1.50001600917
normal	1.84
right	2.67347108305
split	2.67876304906
left	0.0142768513813
lines	0.63019044988
normal	1.84
right	2.6786813685
split	2.67524467735
left	-0.00781836679386
lines	0.83834735891
normal	1.84
right	2.67749246853
split	2.65795643728
left	0.363902711465
lines	1.15100366014
normal	1.84
right	2.56449277607
split	2.67414855735
left	0.0248402959509
lines	1.51070131601
normal	1.84
right	2.65558888181
split	2.56735688326
left	0.0824645356223
lines	0.103317369738
normal	1.84
right	2.66056249991
split	2.67718296505
left	0.419927076816
lines	1.19665995152
normal	1.84
right	2.6784075594
split	2.62085378007
left	0.294644650245
lines	1.65847908918
normal	1.84
right	2.65504609345
split	2.67809550634
left	0.014469561075
lines	0.408826044345
normal	1.84
right	2.67858720538
split	2.63110585155
left	0.0274858314173
lines	1.01041299688
normal	1.88
right	2.66789206783
split	2.67892536576
left	0.552409842629
lines	1.50541958236
normal	1.88
right	2.67584308512
split	2.6767347343
left	0.700993794041
lines	0.0885003109611
normal	1.88
right	2.67207705763
split	2.6797110654
left	0.178166292101
lines	1.341326751
normal	1.88
right	2.67617085654
split	2.66588701618
left	0.620199508635
lines	0.764969887464
normal	1.88
right	2.67542395167
split	2.63356610175
left	0.53270510118
lines	1.50089082988
normal	1.88
right	2.67352434349
split	2.67164220013
left	0.788206805079
lines	1.50102147963
normal	1.88
right	2.67063606046
split	2.66366349777
left	0.1122636742
lines	1.54520236744
normal	1.88
right	2.66595326963
split	2.65255918241
left	0.10639463174700001
lines	1.01322398452
normal	1.88
right	2.67850547859
split	2.66554367845
left	1.05315233076
lines	1.36346175167
normal	1.92
right	2.64284671784
split	2.67596319502
left	0.315865483756
lines	0.643919194578
normal	1.92
right	2.67662151728
split	2.67699973689
left	0.170092903269
lines	1.50213632409
normal	1.92
right	2.64132699414
split	2.67979139141
left	0.317615405456
lines	1.06939143936
normal	1.92
right	2.66357187739
split	2.66765300709
left	0.627264812085
lines	0.405948369881
normal	1.92
right	2.6792211196
split	2.67860748256
left	0.562770947872
lines	1.23201652281
normal	1.92
right	2.67754294945
split	2.6624470019
left	0.44610288671
lines	1.50023086855
normal	1.92
right	2.67508376774
split	2.67158541896
left	0.911525898635
lines	1.50245579962
normal	1.92
right	2.67101008061
split	2.67208236434
left	0.14708552083
lines	0.466664327478
normal	1.92
right	2.67544079937
split	2.65558906353
left	0.568836701346
lines	1.50042911567
normal	1.96
right	2.67314504108
split	2.67883023943
left	0.497347600483
lines	1.32652472367
normal	1.96
right	2.67100970984
split	2.66695389284
left	1.21218488638
lines	1.0633652916
normal	1.96
right	2.67890046551
split	2.66140468433
left	1.17312880482
lines	0.00244509851435
normal	1.96
right	2.61765877744
split	2.67954340943
left	0.448763595062
lines	1.54132729357
normal	1.96
right	2.67568539972
split	2.66793798871
left	0.604339202175
lines	1.14154666909
normal	1.96
right	2.67647826951
split	2.67973758397
left	0.776004720837
lines	1.50163921883
normal	1.96
right	2.67126692794
split	2.67955509424
left	0.112209197638
lines	0.611421303875
normal	1.96
right	2.67644711661
split	2.67942502599
left	-0.00628005790717
lines	1.50015129226
normal	1.96
right	2.63508086789
split	2.63991811764
left	0.410602493612
lines	1.50016478479
normal	2
right	2.66612411238
split	2.65958419284
left	0.318371872733
lines	1.43403054589
normal	2
right	2.65237015209
split	2.66163481875
left	0.347279581974
lines	0.698401255213
normal	2
right	2.67141911312
split	2.67882213447
left	0.811038817315
lines	1.50230290043
normal	2
right	2.67697754551
split	2.65836966994
left	0.538008283315
lines	1.28564373566
normal	2
right	2.66844520808
split	2.67291622076
left	0.467488334771
lines	0.0431373852787
normal	2
right	2.6726016085
split	2.66884865527
left	0.528153342046
lines	0.793977946817
normal	2
right	2.67147142634
split	2.67510878801
left	0.233399438095
lines	1.57487432463
normal	2
right	2.67457329151
split	2.66242410907
left	-9.52176072785e-4
lines	1.50580004244
normal	2
right	2.64958712484
split	2.66848894659
left	0.543714835183
lines	1.50083400344
normal	2.04
right	2.66605291057
split	2.6709315167
left	0.961355261772
lines	0.0219874701454
normal	2.04
right	2.67213569534
split	2.67535669861
left	0.0567157042254
lines	1.53701612053
normal	2.04
right	2.67638312833
split	2.67980237158
left	0.320215511342
lines	1.50889241049
normal	2.04
right	2.66764821767
split	2.66969149838
left	0.773298903292
lines	1.50082027755
normal	2.04
right	2.67932694318
split	2.63934371689
left	0.67135021801500006
lines	1.50139922634
normal	2.04
right	2.65132202491
split	2.66137950441
left	0.0162653581645
lines	1.51499468817
normal	2.04
right	2.66602383696
split	2.46066963706
left	0.0139528839567
lines	0.240428230819
normal	2.04
right	2.64251038621
split	2.65646947891
left	0.690475768608
lines	1.5176396927
normal	2.04
right	2.67421014975
split	2.65241782487
left	0.720961193231
lines	0.459895698855
normal	2.08
right	2.67681945963
split	2.63732850292
left	1.08341660319
lines	0.751172451114
normal	2.08
right	2.67914221055
split	2.67071983835
left	0.903316425545
lines	1.51033298329
normal	2.08
